Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Supplier Type,Expense Area,Cost Centre Description,Expense Type
Cambridgeshire County Council,03-May-16,20540531-13265592,-37350,Cambridge City Council,Other Public Bodies,LGSS Managed,Castle Court,Business rates
Cambridgeshire County Council,03-May-16,20540532-13265593,-37350,Cambridge City Council,Other Public Bodies,LGSS Managed,Castle Court,Business rates
Cambridgeshire County Council,03-May-16,20540533-13265594,-37125,Cambridge City Council,Other Public Bodies,LGSS Managed,Castle Court,Business rates
Cambridgeshire County Council,03-May-16,20540534-13265595,-37125,Cambridge City Council,Other Public Bodies,LGSS Managed,Castle Court,Business rates
Cambridgeshire County Council,03-May-16,20575584-13266271,-9381.52,British Telecommunications Plc,Company,Traffic Management & Road Safety,Signals Works,External Telephone - rental
Cambridgeshire County Council,03-May-16,20580107-13266272,-9356.84,British Telecommunications Plc,Company,Traffic Management & Road Safety,Signals Works,External Telephone - rental
Cambridgeshire County Council,18-May-16,20147688-13349929,-8857.2,Surecare Residential Ltd,Care Establishment,S&C,Placements - Social Care,Agency Placements - Out County
Cambridgeshire County Council,06-May-16,20580083-13289138,-7500,Chartwell House,Care Establishment,S&C,Placements - Education,Independent School Placements
Cambridgeshire County Council,23-May-16,20604341-13366875,-6040,Cambridge Meridian Academies Trust T/A Swavesey Village College,Education,LGSS Managed,Cottenham & Swavesey Locality,Rents and Leases
Cambridgeshire County Council,23-May-16,20669825-13366983,-3155.7,Alliance Foster Care Ltd,Care Establishment,S&C,Placements - Social Care,Agency Placements - Out County
Cambridgeshire County Council,13-May-16,20657993-13329045,-1890,Cambian Fairview Hospital,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Special Needs,Day and Domicillary Care Independent Sector
Cambridgeshire County Council,13-May-16,20657995-13329046,-1890,Cambian Fairview Hospital,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Special Needs,Day and Domicillary Care Independent Sector
Cambridgeshire County Council,20-May-16,20681697-13359991,-1769.81,Westward Farm,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Residential Independent Sector
Cambridgeshire County Council,20-May-16,20681703-13359997,-1769.81,Westward Farm,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Residential Independent Sector
Cambridgeshire County Council,27-May-16,20768491-13387918,-1725,Danshell Healthcare Limited,Trade Supplier,3 - Operations - Countywide Services,LDP Young Adults - Care,Respite Independent Sector
Cambridgeshire County Council,27-May-16,20680268-13396588,-1721.66,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Locality - Care,Supported Living
Cambridgeshire County Council,31-May-16,20805648-13413033,-1620,De Montfort University,Education,E&P,YS - Staff Training,Staff Training & Development
