Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Supplier Type,Expense Area,Cost Centre Description,Expense Type
Cambridgeshire County Council,22-Jul-16,21054711-13696623,-20903.2,Balfour Beatty Living Places Limited,Company,Major Infrastructure Delivery,Sustrans / Cycling Schemes,Capital WIP - other  -  Expenditure / Payments
Cambridgeshire County Council,01-Jul-16,20935460-13584565,-8435,Cambridge City Council,Other Public Bodies,LGSS Managed,Bailey Rooms,Business rates
Cambridgeshire County Council,01-Jul-16,20860972-13584566,-6013,Cambridge City Council,Other Public Bodies,E&P,Cambridgeshire Alternative Education Service,Business rates
Cambridgeshire County Council,08-Jul-16,21084039-13619624,-5403.69,Priory Group Re Redlands Care Home,Care Establishment,S&C,Placements - Social Care,Agency Placements - In Cambs
Cambridgeshire County Council,29-Jul-16,21175456-13737785,-3750,Gleeds Advisory Ltd,Trade Supplier,S&C,Education Property Strategy Manager,Capital WIP - land and buildings  -  Construction cost
Cambridgeshire County Council,01-Jul-16,20909770-13584613,-3080,South Cambridgeshire District Council,Other Public Bodies,S&C,Groomfields - Caxton Depot,Business rates
Cambridgeshire County Council,25-Jul-16,20678418-13700824,-3060,London Hire Ltd,Trade Supplier,1- Commissioning - Service Director,SSD Transport  -  Dept Wide,Leased Cars
Cambridgeshire County Council,01-Jul-16,20848453-13589646,-3018.18,Redacted Personal Data,Individual,2 - Commissioning - Older people Pool,Older People - City & South,SDS - Personal Budgets Contributions
Cambridgeshire County Council,27-Jul-16,20694588-13716570,-2914.2,Metropolitan Housing Trust Ltd,Trust (Other),2 - Operations - Learning Disability,LDP City Locality - Care,SDS - Live Independently
Cambridgeshire County Council,04-Jul-16,21012591-13596078,-2788.8,Canon (Uk) Ltd,Trade Supplier,Corporate Services,Information Management,Office equipment
Cambridgeshire County Council,13-Jul-16,21097369-13636949,-2706.77,Guidant Group,Trade Supplier,4 - Operations - Providers services,Hunts Community Centre,Pay - Agency Staff
Cambridgeshire County Council,29-Jul-16,21177474-13736948,-2551.87,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,Day and Domicillary Care Independent Sector
Cambridgeshire County Council,29-Jul-16,21177475-13736949,-2551.87,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,Day and Domicillary Care Independent Sector
Cambridgeshire County Council,29-Jul-16,21177476-13736950,-2551.87,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,Day and Domicillary Care Independent Sector
Cambridgeshire County Council,29-Jul-16,21177478-13736952,-2551.87,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,Day and Domicillary Care Independent Sector
Cambridgeshire County Council,29-Jul-16,21177479-13736953,-2551.87,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,Day and Domicillary Care Independent Sector
Cambridgeshire County Council,29-Jul-16,21177482-13736996,-2551.87,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,Day and Domicillary Care Independent Sector
Cambridgeshire County Council,29-Jul-16,21177485-13736999,-2551.87,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,Day and Domicillary Care Independent Sector
Cambridgeshire County Council,29-Jul-16,21177487-13737001,-2551.87,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,Day and Domicillary Care Independent Sector
