Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Supplier Type,Expense Area,Cost Centre Description,Expense Type
Cambridgeshire County Council,20-Oct-16,21892265-14246453,-30968,Tgn Construction (Yorkshire)Ltd Trading As Bike Track,Trade Supplier,LRNG,Grafham Water Centre,Subscriptions
Cambridgeshire County Council,03-Oct-16,21741080-14129526,-18655.08,Espo,Trade Supplier,Control Accounts,Uncleared bank items,Bank Overdraft Expenditure / Payments
Cambridgeshire County Council,17-Oct-16,21833876-14218958,-13579.2,Virgin Media Ltd,Company,LGSS,Director of IT,Capital WIP - IT  -  Expenditure / Payments
Cambridgeshire County Council,25-Oct-16,20966395-14269415,-12121.92,Softcat Ltd,Trade Supplier,LRNG,ICT Service Procurement,Materials for resale
Cambridgeshire County Council,31-Oct-16,21518850-14296621,-10000,Norfolk County Council,Other Public Bodies,Corporate Services,Director - Customer Services,General Office Expenses & Stationery
Cambridgeshire County Council,13-Oct-16,21833495-14184650,-5000,The Red House Residential & Nursing Home,Care Establishment,2 - Commissioning - Older people Pool,Hunts O P  Team,Residential Independent Sector
Cambridgeshire County Council,13-Oct-16,21725909-14176549,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,13-Oct-16,21725912-14176552,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,13-Oct-16,21725913-14176553,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,13-Oct-16,21725917-14176557,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,13-Oct-16,21725919-14176559,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,13-Oct-16,21725921-14176561,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,13-Oct-16,21725922-14176542,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,13-Oct-16,21725923-14176543,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,13-Oct-16,21725925-14176545,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,13-Oct-16,21766267-14176518,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,13-Oct-16,21766268-14176519,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,13-Oct-16,21766275-14176524,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,13-Oct-16,21766280-14176528,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,13-Oct-16,21766282-14176529,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,13-Oct-16,21766286-14176533,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,13-Oct-16,21766288-14176535,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,13-Oct-16,21766289-14176536,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,13-Oct-16,21766290-14176537,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,13-Oct-16,21819854-14176584,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,13-Oct-16,21819856-14176562,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,13-Oct-16,21819861-14176566,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,13-Oct-16,21819869-14176571,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,13-Oct-16,21819872-14176573,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,13-Oct-16,21819873-14176574,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,13-Oct-16,21819875-14176576,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,13-Oct-16,21819877-14176578,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,13-Oct-16,21819881-14176581,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
