Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Supplier Type,Expense Area,Cost Centre Description,Expense Type
Cambridgeshire County Council,02-May-17,23098142-15266658,-728559,Cambridge City Council,Other Public Bodies,LGSS Managed,Shire Hall Area,Business rates
Cambridgeshire County Council,03-May-17,22937902-15278256,-201920.03,Total Gas And Power,Trade Supplier,Assets & Commissioning,Street Lighting Energy,Street lighting Energy
Cambridgeshire County Council,25-May-17,23379255-15392043,-69780.48,Orchard House Nursing Home,Care Establishment,2 - Commissioning - Older people Pool,Older People - Fenland,Residential Independent Sector
Cambridgeshire County Council,22-May-17,23188649-15374268,-40000,Gretton School,Education,S&C,Placements - Education,Independent School Placements
Cambridgeshire County Council,22-May-17,22592608-15374197,-22284,Sanctuary Housing Association,Care Establishment,2 - Commissioning - Older people Pool,Older People - City & South,SDS - PB Travel
Cambridgeshire County Council,22-May-17,23192597-15374269,-21193,Gretton School,Education,S&C,Placements - Education,Independent School Placements
Cambridgeshire County Council,05-May-17,23166510-15301255,-17065.33,Park House School,Education,S&C,Placements - Education,Independent School Placements
Cambridgeshire County Council,04-May-17,23138521-15289134,-14938.22,Park House School,Education,S&C,Placements - Education,Independent School Placements
Cambridgeshire County Council,03-May-17,22937907-15278257,-13165.88,Total Gas And Power,Trade Supplier,Assets & Commissioning,Parish & District Council costs,Street lighting Energy
Cambridgeshire County Council,02-May-17,23069932-15266844,-13139.7,Nottingham Rehab Supplies Ltd,Trade Supplier,3 - Commissioning - Disabilities & Carers,ICES (Pool),Contribution to Partnerships
Cambridgeshire County Council,18-May-17,23319277-15365871,-10041.85,Acorn Park School,Education,S&C,Placements - Education,Independent School Placements
Cambridgeshire County Council,02-May-17,23131428-15274182,-7958.37,Cyngor Gwynedd Council,Other Public Bodies,S&C,Procurement - Out-County Mainstream,Education Recoupment
Cambridgeshire County Council,02-May-17,23131425-15274180,-7738.57,Cyngor Gwynedd Council,Other Public Bodies,S&C,Procurement - Out-County Mainstream,Education Recoupment
Cambridgeshire County Council,03-May-17,22937909-15278258,-7623.96,Total Gas And Power,Trade Supplier,Assets & Commissioning,Parish & District Council costs,Street lighting Energy
Cambridgeshire County Council,04-May-17,23164116-15289137,-6789.32,Park House School,Education,S&C,Placements - Education,Independent School Placements
Cambridgeshire County Council,04-May-17,23154510-15293195,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,25-May-17,23387156-15414563,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,25-May-17,23387164-15414571,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,25-May-17,23336128-15414535,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,25-May-17,23387155-15414562,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,25-May-17,23387169-15414576,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,25-May-17,23336125-15414532,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,25-May-17,23336131-15414538,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,04-May-17,23154516-15293200,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,04-May-17,23154521-15293204,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,25-May-17,23336132-15414539,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,04-May-17,23154515-15293199,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,25-May-17,23387176-15414583,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,25-May-17,23387177-15414584,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,04-May-17,23154512-15293196,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,25-May-17,23387157-15414564,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,25-May-17,23387166-15414573,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,25-May-17,23336124-15414531,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,25-May-17,23336129-15414536,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,25-May-17,23336140-15414547,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,04-May-17,23154507-15293193,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,04-May-17,23154524-15293207,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,25-May-17,23336136-15414543,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,04-May-17,23154513-15293197,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,04-May-17,23154519-15293202,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
