Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Supplier Type,Expense Area,Cost Centre Description,Expense Type
Cambridgeshire County Council,12-Jan-16,19481426-12651132,-40901,Mytime Active,Trade Supplier,PH,Gen prevention activities - Misc,Other Hired Contract Services
Cambridgeshire County Council,12-Jan-16,19234741-12651021,-28668,Zenith Canopy Structures Limited,Company,Passenger Transport,Park and Ride Admin,Building Maintenance - Non Structural Maintenance
Cambridgeshire County Council,21-Jan-16,19878479-12727359,-10523.04,Nhs Cambridgeshire & Peterborough Ccg 06h Receivables M059,Other Public Bodies,3 - Operations - Countywide Services,Countywide PD Service,SDS - Care and support Services
Cambridgeshire County Council,21-Jan-16,19880488-12723733,-9610.24,Congregation Of The Daughters Of The Cross Of Liege (St Elizabeths Centre),Charity,S&C,Placements - Education,Independent School Placements
Cambridgeshire County Council,12-Jan-16,19535350-12651016,-7428,Sanctuary Home Care Ltd,Care Establishment,2 - Commissioning - Older people Pool,Older People - City & South,Daycare
Cambridgeshire County Council,06-Jan-16,19535356-12606527,-7428,Sanctuary Care Limited,Care Establishment,2 - Commissioning - Older people Pool,Older People - City & South,Daycare
Cambridgeshire County Council,12-Jan-16,19345888-12650433,-5882,Peterborough Regional College,Education,S&C,16 -19 Business Delivery Team,Contribution to Partnerships
Cambridgeshire County Council,14-Jan-16,19827692-12663511,-5809.46,Redacted Personal Data,Individual,2 - Commissioning - Older people Pool,Older People - City & South,SDS - Personal Budgets Contributions
Cambridgeshire County Council,12-Jan-16,19756369-12650930,-3813.22,Glennfield Healthcare,Care Establishment,4 - Commissioning - Mental Health & Supporting People,Hunts Mental Health Team,Residential Independent Sector
Cambridgeshire County Council,06-Jan-16,19770270-12606600,-3790.51,Southern Electric Plc,Trade Supplier,Local Infrastructure & Street Management,Bridges Works,Bridges
Cambridgeshire County Council,27-Jan-16,19893954-12736655,-3509.1,T & T Private Hire Ltd,Trade Supplier,S&C,Home to School Transport - Special,Home to School - Outcounty
Cambridgeshire County Council,06-Jan-16,19764972-12606540,-3339,Dews Coaches,Trade Supplier,S&C,H to S Transport - Secondary,Home to School - Contract
Cambridgeshire County Council,06-Jan-16,19770220-12606596,-3133.3,Southern Electric Plc,Trade Supplier,Local Infrastructure & Street Management,Bridges Works,Bridges
Cambridgeshire County Council,07-Jan-16,19770272-12610220,-3105.62,Southern Electric Plc,Trade Supplier,Local Infrastructure & Street Management,Bridges Works,Bridges
Cambridgeshire County Council,22-Jan-16,19889624-12728400,-2852.58,The Edmund Trust,Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Team,Supported Living
Cambridgeshire County Council,07-Jan-16,19770223-12610218,-2842.58,Southern Electric Plc,Trade Supplier,Local Infrastructure & Street Management,Bridges Works,Bridges
Cambridgeshire County Council,06-Jan-16,19770213-12606594,-2829.68,Southern Electric Plc,Trade Supplier,Local Infrastructure & Street Management,Bridges Works,Bridges
Cambridgeshire County Council,06-Jan-16,19770226-12606598,-2699.85,Southern Electric Plc,Trade Supplier,Local Infrastructure & Street Management,Bridges Works,Bridges
Cambridgeshire County Council,07-Jan-16,19770274-12610222,-2554.13,Southern Electric Plc,Trade Supplier,Local Infrastructure & Street Management,Bridges Works,Bridges
Cambridgeshire County Council,25-Jan-16,19880542-12730360,-2388,Hi-Spec Facilities Services Plc,Trade Supplier,LGSS Managed,FM Caretaker Housing,Building alterations
Cambridgeshire County Council,28-Jan-16,19813277-12739468,-2293.63,Softcat Ltd,Trade Supplier,LRNG,ICT Service Procurement,Materials for resale
Cambridgeshire County Council,21-Jan-16,19884723-12724509,-2286.28,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP Fens - Special Needs,Direct Payments - Social Services
Cambridgeshire County Council,21-Jan-16,19884725-12724511,-2286.28,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP Fens - Special Needs,Direct Payments - Social Services
Cambridgeshire County Council,21-Jan-16,19884726-12724512,-2286.28,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP Fens - Special Needs,Direct Payments - Social Services
Cambridgeshire County Council,21-Jan-16,19884737-12724500,-2286.28,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP Fens - Special Needs,Direct Payments - Social Services
Cambridgeshire County Council,13-Jan-16,19583474-12658437,-2223.48,Heron House Care Home,Care Establishment,2 - Commissioning - Older people Pool,Older People - Fenland,General Office Expenses & Stationery
Cambridgeshire County Council,13-Jan-16,19583475-12658438,-2223.48,Heron House Care Home,Care Establishment,2 - Commissioning - Older people Pool,Older People - Fenland,Nursing Independent Sector
Cambridgeshire County Council,13-Jan-16,19585768-12658442,-2223.48,Heron House Care Home,Care Establishment,2 - Commissioning - Older people Pool,Older People - Fenland,Nursing Independent Sector
Cambridgeshire County Council,13-Jan-16,19585769-12658443,-2223.48,Heron House Care Home,Care Establishment,2 - Commissioning - Older people Pool,Older People - Fenland,Nursing Independent Sector
Cambridgeshire County Council,13-Jan-16,19583473-12658436,-2196,Heron House Care Home,Care Establishment,2 - Commissioning - Older people Pool,Older People - Fenland,Nursing Independent Sector
Cambridgeshire County Council,13-Jan-16,19585765-12658439,-2196,Heron House Care Home,Care Establishment,2 - Commissioning - Older people Pool,Older People - Fenland,Nursing Independent Sector
Cambridgeshire County Council,13-Jan-16,19585766-12658440,-2196,Heron House Care Home,Care Establishment,2 - Commissioning - Older people Pool,Older People - Fenland,Nursing Independent Sector
Cambridgeshire County Council,08-Jan-16,19733970-12628462,-2154.62,Augusta Care Ltd,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Supported Living
Cambridgeshire County Council,08-Jan-16,19733971-12628463,-2154.62,Augusta Care Ltd,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Supported Living
Cambridgeshire County Council,08-Jan-16,19733974-12628464,-2154.62,Augusta Care Ltd,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Supported Living
Cambridgeshire County Council,08-Jan-16,19733975-12628465,-2154.62,Augusta Care Ltd,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Supported Living
Cambridgeshire County Council,08-Jan-16,19733976-12628466,-2154.62,Augusta Care Ltd,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Supported Living
Cambridgeshire County Council,08-Jan-16,19733977-12628467,-2154.62,Augusta Care Ltd,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Supported Living
Cambridgeshire County Council,08-Jan-16,19733978-12628468,-2154.62,Augusta Care Ltd,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Supported Living
Cambridgeshire County Council,08-Jan-16,19733981-12628469,-2154.62,Augusta Care Ltd,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Supported Living
Cambridgeshire County Council,08-Jan-16,19733988-12628471,-2154.62,Augusta Care Ltd,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Supported Living
Cambridgeshire County Council,21-Jan-16,19579425-12723342,-1976.03,Gretton Homes,Care Establishment,3 - Operations - Countywide Services,Young Adults LDP,Residential Independent Sector
Cambridgeshire County Council,21-Jan-16,19579426-12723343,-1976.03,Gretton Homes,Care Establishment,3 - Operations - Countywide Services,Young Adults LDP,Residential Independent Sector
Cambridgeshire County Council,21-Jan-16,19579427-12723344,-1976.03,Gretton Homes,Care Establishment,3 - Operations - Countywide Services,Young Adults LDP,Residential Independent Sector
Cambridgeshire County Council,21-Jan-16,19579428-12723345,-1976.03,Gretton Homes,Care Establishment,3 - Operations - Countywide Services,Young Adults LDP,Residential Independent Sector
Cambridgeshire County Council,21-Jan-16,19579429-12723346,-1976.03,Gretton Homes,Care Establishment,3 - Operations - Countywide Services,Young Adults LDP,Residential Independent Sector
Cambridgeshire County Council,21-Jan-16,19579430-12723347,-1976.03,Gretton Homes,Care Establishment,3 - Operations - Countywide Services,Young Adults LDP,Residential Independent Sector
Cambridgeshire County Council,21-Jan-16,19579431-12723348,-1976.03,Gretton Homes,Care Establishment,3 - Operations - Countywide Services,Young Adults LDP,Residential Independent Sector
