Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Supplier Type,Expense Area,Cost Centre Description,Expense Type
Cambridgeshire County Council,04-Sep-15,19223169-11982742,-36807,Softcat Ltd,Trade Supplier,LGSS,Norwich IT One-off recharges,Computer software - Computer software
Cambridgeshire County Council,21-Sep-15,17161198-12043832,-36618,Tribal Education Ltd,Trade Supplier,LGSS Managed,Effective Property Asset Management,Capital WIP - land and buildings  -  Construction cost
Cambridgeshire County Council,07-Sep-15,19172290-11985898,-27967,Senad Ltd,Care Establishment,S&C,Placements - Education,Independent School Placements
Cambridgeshire County Council,25-Sep-15,19273719-12073987,-7975,Lcc Support Services Ltd,Trade Supplier,LGSS Managed,Shire Hall Area,Building cleaning
Cambridgeshire County Council,01-Sep-15,19098598-11967755,-7900,First Eastern Counties Buses Ltd,Trade Supplier,Passenger Transport,Concessionary Fares,Concessions - payments to bus operator
Cambridgeshire County Council,21-Sep-15,19217352-12044021,-7273,Cambridgeshire Learning And Community Partnerships,Trade Supplier,S&C,BSF LEP,Capital WIP - land and buildings  -  Construction cost
Cambridgeshire County Council,08-Sep-15,19252630-11989408,-6994,Care Afloat,Care Establishment,S&C,Placements - Social Care,Agency Placements - Out County
Cambridgeshire County Council,22-Sep-15,19319522-12048209,-6960,Thera East Anglia,Trust (Other),2 - Operations - Learning Disability,LDP South Cambs Team,Day and Domicillary Care Independent Sector
Cambridgeshire County Council,04-Sep-15,19250893-11982943,-6743,Thera East Anglia,Trust (Other),2 - Operations - Learning Disability,LDP E Cambs Team,Daycare
Cambridgeshire County Council,25-Sep-15,19268852-12074101,-5873,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Team,Supported Living
Cambridgeshire County Council,04-Sep-15,19248561-11983040,-2733,The Mary Hare Primary School,Education,S&C,Placements - Education,Independent School Placements
Cambridgeshire County Council,11-Sep-15,19268629-12003672,-2679,Xma Limited,Trade Supplier,LRNG,ICT Service Procurement,Materials for resale
Cambridgeshire County Council,23-Sep-15,19219096-12051712,-2464,Chubb Fire & Security Ltd,Company,LGSS Managed,Whittlesford Highways Depot,Alarm / CCTV system
Cambridgeshire County Council,03-Sep-15,19227361-11977273,-2459,Orchard Manor (Scope),Care Establishment,2 - Operations - Learning Disability,LDP City Team,Residential Independent Sector
Cambridgeshire County Council,03-Sep-15,19227365-11977274,-2459,Orchard Manor (Scope),Care Establishment,2 - Operations - Learning Disability,LDP City Team,Residential Independent Sector
Cambridgeshire County Council,03-Sep-15,19227366-11977275,-2459,Orchard Manor (Scope),Care Establishment,2 - Operations - Learning Disability,LDP City Team,Residential Independent Sector
Cambridgeshire County Council,03-Sep-15,19227370-11977276,-2459,Orchard Manor (Scope),Care Establishment,2 - Operations - Learning Disability,LDP City Team,Residential Independent Sector
