Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Supplier Type,Expense Area,Cost Centre Description,Expense Type
Cambridgeshire County Council,15-Aug-16,21128031-13798125,-115642,Cambridgeshire And Peterborough Nhs Foundation Trust,Trust (Other),4 - Commissioning - Mental Health & Supporting People,Adults MH CPMHT Central costs,Contribution to Partnerships
Cambridgeshire County Council,01-Aug-16,21167407-13739587,-44430,South Cambridgeshire District Council,Other Public Bodies,Passenger Transport,Milton Park & Ride,Business rates
Cambridgeshire County Council,15-Aug-16,21292743-13798477,-10212,Huntingdonshire District Council,Other Public Bodies,LGSS Managed,"St Benedict's Court, Huntingdon",Business rates
Cambridgeshire County Council,25-Aug-16,21271592-13865025,-9210.53,Gretton School,Education,S&C,Placements - Education,Independent School Placements
Cambridgeshire County Council,02-Aug-16,21175310-13745427,-8830.36,Wings Education Ltd,Education,S&C,Placements - Social Care,Agency Placements - Out County
Cambridgeshire County Council,02-Aug-16,21175470-13745608,-4714.29,Scope #1,Care Establishment,S&C,Placements - Social Care,Agency Placements - Out County
Cambridgeshire County Council,01-Aug-16,20049393-13739498,-4689.41,One Step At A Time,Care Establishment,S&C,Placements - Social Care,Childrens Lodgings
Cambridgeshire County Council,22-Aug-16,21069770-13846346,-4170,Fevaca,Care Establishment,S&C,Placements - Social Care,Agency Placements - In Cambs
Cambridgeshire County Council,16-Aug-16,21289597-13803342,-3630,Gowiseprint,Trade Supplier,Assets & Commissioning,Waste PFI,Printing
Cambridgeshire County Council,16-Aug-16,21364887-13803440,-3000,Gleeds Advisory Ltd,Trade Supplier,Schools,Brington CofE Primary School; Huntingdon ;(3081),Capital WIP - land and buildings  -  Construction cost
Cambridgeshire County Council,16-Aug-16,21390892-13803220,-2646.12,Guidant Group,Trade Supplier,LGSS Managed,"POD - Leadership	",Pay - Agency Staff
Cambridgeshire County Council,04-Aug-16,21138795-13760535,-2321.81,Orchard Manor (Scope),Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Locality - Care,Residential Independent Sector
Cambridgeshire County Council,04-Aug-16,21138797-13760536,-2321.81,Orchard Manor (Scope),Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Locality - Care,Residential Independent Sector
Cambridgeshire County Council,04-Aug-16,21138802-13760537,-2321.81,Orchard Manor (Scope),Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Locality - Care,Residential Independent Sector
Cambridgeshire County Council,04-Aug-16,21138804-13760538,-2321.81,Orchard Manor (Scope),Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Locality - Care,Residential Independent Sector
