Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Supplier Type,Expense Area,Cost Centre Description,Expense Type
Cambridgeshire County Council,14-Jul-17,22054098-15688720,-66418.58,Network Rail,Company,Transport and Infrastructure Policy & Funding,Transport Strategy and Policy,Capital WIP - other  -  Expenditure / Payments
Cambridgeshire County Council,26-Jul-17,23884388-15749574,-46663,Cambridge City Council,Other Public Bodies,6 - Commissioning - Quality & Transformation,OP Blocks - Grants,Supporting People - Block Gross Non-Chargeable
Cambridgeshire County Council,03-Jul-17,22986538-15627613,-17644.02,Voice Ability,Charity,1- Commissioning - Service Director,Advocacy Contract,Grants to Voluntary Bodies
Cambridgeshire County Council,06-Jul-17,23721825-15649129,-15545,St George'S Court,Care Establishment,2 - Commissioning - Older people Pool,OP Blocks - Care Placements,Nursing Independent Sector
Cambridgeshire County Council,06-Jul-17,23725154-15649140,-15545,St George'S Court,Care Establishment,2 - Commissioning - Older people Pool,OP Blocks - Care Placements,Nursing Independent Sector
Cambridgeshire County Council,06-Jul-17,23726922-15649158,-15545,St George'S Court,Care Establishment,2 - Commissioning - Older people Pool,OP Blocks - Care Placements,Nursing Independent Sector
Cambridgeshire County Council,06-Jul-17,23725247-15649207,-15545,St George'S Court,Care Establishment,2 - Commissioning - Older people Pool,OP Blocks - Care Placements,Nursing Independent Sector
Cambridgeshire County Council,06-Jul-17,23727506-15649168,-15545,St George'S Court,Care Establishment,2 - Commissioning - Older people Pool,OP Blocks - Care Placements,Nursing Independent Sector
Cambridgeshire County Council,06-Jul-17,23725065-15649147,-15545,St George'S Court,Care Establishment,2 - Commissioning - Older people Pool,OP Blocks - Care Placements,Nursing Independent Sector
Cambridgeshire County Council,06-Jul-17,23717682-15649187,-15545,St George'S Court,Care Establishment,2 - Commissioning - Older people Pool,OP Blocks - Care Placements,Nursing Independent Sector
Cambridgeshire County Council,06-Jul-17,23722583-15649136,-15545,St George'S Court,Care Establishment,2 - Commissioning - Older people Pool,OP Blocks - Care Placements,Nursing Independent Sector
