Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Supplier Type,Expense Area,Cost Centre Description,Expense Type
Cambridgeshire County Council,26-Apr-16,20180913-13222238,-12732.01,Semi Independent House,Care Establishment,S&C,Placements - Social Care,Agency Placements - Out County
Cambridgeshire County Council,15-Apr-16,20480257-13177844,-5287.01,Northgate Public Services (Uk) Ltd,Trade Supplier,S&C,"IM & IT - Adults	",Computer software - annual licence agreement
Cambridgeshire County Council,29-Apr-16,20277818-13260994,-4269.54,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Locality - Care,Supported Living
Cambridgeshire County Council,25-Apr-16,20180973-13218137,-3333.96,Fosterplus Ltd,Care Establishment,S&C,Placements - Social Care,Agency Placements - Out County
Cambridgeshire County Council,29-Apr-16,20327600-13260996,-3146.19,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Locality - Care,Day and Domicillary Care Independent Sector
Cambridgeshire County Council,25-Apr-16,20432788-13218130,-3143.08,Guidant Group,Trade Supplier,CSC,Head of Children In Need,Pay - Agency Staff
Cambridgeshire County Council,20-Apr-16,20488546-13198878,-2970,Chs Group,Care Establishment,S&C,Placements - Social Care,Childrens Lodgings
Cambridgeshire County Council,20-Apr-16,20499713-13198981,-2958.62,E On Uk Plc,Company,Winter Maintenance,Local Infrastructure and Streets - Works,Drains
Cambridgeshire County Council,22-Apr-16,20529851-13216874,-2733,The Mary Hare Primary School,Charity,S&C,Placements - Education,Independent School Placements
Cambridgeshire County Council,04-Apr-16,20424053-13099753,-2521.94,Fostering Solutions Ltd,Care Establishment,S&C,Placements - Social Care,Agency Placements - In Cambs
Cambridgeshire County Council,06-Apr-16,20023565-13118019,-2358.25,Lex Autolease Ltd,Trade Supplier,LGSS,LGSS Property Trading Recharges,Leased Vehicle Costs
Cambridgeshire County Council,27-Apr-16,20540605-13227119,-2015.87,Cambridgeshire Community Services Nhs Trust,Trust (Other),S&C,Procurement - TA Therapy in Special Schools,Other Hired Contract Services
Cambridgeshire County Council,06-Apr-16,20424051-13127011,-1997.06,Rheola Healthcare,Care Establishment,4 - Commissioning - Mental Health & Supporting People,Dom Blocks,Respite Independent Sector
Cambridgeshire County Council,06-Apr-16,20029843-13128035,-1986.18,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP Fenland Locality - Care,Direct Payments - Social Services
Cambridgeshire County Council,06-Apr-16,20029844-13128036,-1986.18,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP Fenland Locality - Care,Direct Payments - Social Services
Cambridgeshire County Council,06-Apr-16,20029845-13128037,-1986.18,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP Fenland Locality - Care,Direct Payments - Social Services
Cambridgeshire County Council,06-Apr-16,20029853-13128045,-1986.18,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP Fenland Locality - Care,Direct Payments - Social Services
Cambridgeshire County Council,06-Apr-16,20029856-13128048,-1986.18,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP Fenland Locality - Care,Direct Payments - Social Services
Cambridgeshire County Council,06-Apr-16,20029862-13128054,-1986.18,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP Fenland Locality - Care,Direct Payments - Social Services
Cambridgeshire County Council,06-Apr-16,20032576-13128018,-1986.18,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP Fenland Locality - Care,Direct Payments - Social Services
Cambridgeshire County Council,06-Apr-16,20032583-13128025,-1986.18,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP Fenland Locality - Care,Direct Payments - Social Services
Cambridgeshire County Council,06-Apr-16,20032586-13128028,-1986.18,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP Fenland Locality - Care,Direct Payments - Social Services
Cambridgeshire County Council,06-Apr-16,20032587-13128029,-1986.18,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP Fenland Locality - Care,Direct Payments - Social Services
Cambridgeshire County Council,06-Apr-16,20032588-13128030,-1986.18,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP Fenland Locality - Care,Direct Payments - Social Services
Cambridgeshire County Council,06-Apr-16,20032592-13127962,-1986.18,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP Fenland Locality - Care,Direct Payments - Social Services
Cambridgeshire County Council,06-Apr-16,20032594-13127964,-1986.18,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP Fenland Locality - Care,Direct Payments - Social Services
Cambridgeshire County Council,06-Apr-16,20032595-13127965,-1986.18,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP Fenland Locality - Care,Direct Payments - Social Services
Cambridgeshire County Council,06-Apr-16,20032600-13127970,-1986.18,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP Fenland Locality - Care,Direct Payments - Social Services
Cambridgeshire County Council,06-Apr-16,20032601-13127971,-1986.18,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP Fenland Locality - Care,Direct Payments - Social Services
Cambridgeshire County Council,06-Apr-16,20032603-13127973,-1986.18,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP Fenland Locality - Care,Direct Payments - Social Services
