Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Supplier Type,Expense Area,Cost Centre Description,Expense Type
Cambridgeshire County Council,29-Feb-16,19971116-12890743,-54853.53,Cambridgeshire Community Services Nhs Trust,Trust (Other),PH,SH STI testing & treatment - Prescribed,Other Hired Contract Services
Cambridgeshire County Council,16-Feb-16,20003651-12837566,-19146.44,Dimensions (Uk) Ltd,Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Locality - Care,Supported Living
Cambridgeshire County Council,23-Feb-16,19771241-12866339,-9386.72,Dame Hannah Rogers Trust,Trust (Other),2 - Operations - Learning Disability,LDP South Cambs Locality - Care,Residential Independent Sector
Cambridgeshire County Council,12-Feb-16,19899305-12832399,-7044.5,Fencabs Ltd T/A Fencars,Trade Supplier,S&C,Home to School Transport - Special,Home to School - Post 16
Cambridgeshire County Council,08-Feb-16,19771250-12797753,-6375.98,Mencap,Care Establishment,2 - Operations - Learning Disability,LDP City Locality - Care,Supported Living
Cambridgeshire County Council,01-Feb-16,19900983-12756560,-4656,Dataprox Limited,Trade Supplier,Winter Maintenance,Central Winter Maintenance,Building Maintenance
Cambridgeshire County Council,11-Feb-16,19978311-12818380,-4652.4,Cambian Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,SDS - Care and support Services
Cambridgeshire County Council,11-Feb-16,19978313-12818382,-4652.4,Cambian Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,SDS - Care and support Services
Cambridgeshire County Council,11-Feb-16,19978317-12818386,-4652.4,Cambian Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,SDS - Care and support Services
Cambridgeshire County Council,11-Feb-16,19978318-12818387,-4652.4,Cambian Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,SDS - Care and support Services
Cambridgeshire County Council,11-Feb-16,19978319-12818388,-4652.4,Cambian Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,SDS - Care and support Services
Cambridgeshire County Council,11-Feb-16,19978322-12818391,-4652.4,Cambian Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,SDS - Care and support Services
Cambridgeshire County Council,11-Feb-16,19978323-12818392,-4652.4,Cambian Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,SDS - Care and support Services
Cambridgeshire County Council,11-Feb-16,19978325-12818394,-4652.4,Cambian Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,SDS - Care and support Services
Cambridgeshire County Council,11-Feb-16,19978331-12818400,-4652.4,Cambian Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,SDS - Care and support Services
Cambridgeshire County Council,11-Feb-16,19978332-12818401,-4652.4,Cambian Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,SDS - Care and support Services
Cambridgeshire County Council,11-Feb-16,19978334-12818403,-4652.4,Cambian Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,SDS - Care and support Services
Cambridgeshire County Council,11-Feb-16,19978336-12818405,-4652.4,Cambian Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,SDS - Care and support Services
Cambridgeshire County Council,11-Feb-16,19978337-12818406,-4652.4,Cambian Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,SDS - Care and support Services
Cambridgeshire County Council,11-Feb-16,19978338-12818407,-4652.4,Cambian Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,SDS - Care and support Services
Cambridgeshire County Council,11-Feb-16,19978341-12818410,-4652.4,Cambian Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,SDS - Care and support Services
Cambridgeshire County Council,11-Feb-16,19978345-12818414,-4652.4,Cambian Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,SDS - Care and support Services
Cambridgeshire County Council,11-Feb-16,19978346-12818415,-4652.4,Cambian Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,SDS - Care and support Services
Cambridgeshire County Council,11-Feb-16,19978347-12818416,-4652.4,Cambian Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,SDS - Care and support Services
Cambridgeshire County Council,11-Feb-16,19978348-12818417,-4652.4,Cambian Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,SDS - Care and support Services
Cambridgeshire County Council,11-Feb-16,19978350-12818419,-4652.4,Cambian Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,SDS - Care and support Services
Cambridgeshire County Council,11-Feb-16,19978351-12818420,-4652.4,Cambian Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,SDS - Care and support Services
Cambridgeshire County Council,11-Feb-16,19978353-12818422,-4652.4,Cambian Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,SDS - Care and support Services
Cambridgeshire County Council,11-Feb-16,19978354-12818423,-4652.4,Cambian Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,SDS - Care and support Services
Cambridgeshire County Council,11-Feb-16,19978359-12818428,-4652.4,Cambian Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,SDS - Care and support Services
Cambridgeshire County Council,11-Feb-16,19978361-12818430,-4652.4,Cambian Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,SDS - Care and support Services
Cambridgeshire County Council,11-Feb-16,19978363-12818432,-4652.4,Cambian Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,SDS - Care and support Services
Cambridgeshire County Council,11-Feb-16,19978364-12818433,-4652.4,Cambian Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,SDS - Care and support Services
Cambridgeshire County Council,11-Feb-16,19978365-12818434,-4652.4,Cambian Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,SDS - Care and support Services
Cambridgeshire County Council,11-Feb-16,19978368-12818437,-4652.4,Cambian Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,SDS - Care and support Services
Cambridgeshire County Council,11-Feb-16,19978369-12818438,-4652.4,Cambian Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,SDS - Care and support Services
Cambridgeshire County Council,11-Feb-16,19978370-12818439,-4652.4,Cambian Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,SDS - Care and support Services
Cambridgeshire County Council,11-Feb-16,19978371-12818369,-4652.4,Cambian Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,SDS - Care and support Services
Cambridgeshire County Council,11-Feb-16,19978372-12818370,-4652.4,Cambian Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,SDS - Care and support Services
Cambridgeshire County Council,11-Feb-16,19978373-12818371,-4652.4,Cambian Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,SDS - Care and support Services
Cambridgeshire County Council,11-Feb-16,19978374-12818372,-4652.4,Cambian Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,SDS - Care and support Services
Cambridgeshire County Council,11-Feb-16,19978376-12818374,-4652.4,Cambian Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,SDS - Care and support Services
Cambridgeshire County Council,11-Feb-16,19978379-12818377,-4652.4,Cambian Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,SDS - Care and support Services
Cambridgeshire County Council,11-Feb-16,19978381-12818379,-4652.4,Cambian Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Locality - Care,SDS - Care and support Services
