Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Supplier Type,Expense Area,Cost Centre Description,Expense Type
Cambridgeshire County Council,28-Dec-17,25271702-16570762,-10180.1,Voyage,Care Establishment,4 - Operations - Providers services,LDP City Locality - Care,Day and Domicillary Care Independent Sector
Cambridgeshire County Council,28-Dec-17,25271705-16570765,-8725.8,Voyage,Care Establishment,4 - Operations - Providers services,LDP City Locality - Care,Day and Domicillary Care Independent Sector
Cambridgeshire County Council,07-Dec-17,24862705-16463754,-6029.44,The Cambridge Nursing Centre,Care Establishment,2 - Commissioning - Older people Pool,City and South - Long term blocks,Nursing Independent Sector
Cambridgeshire County Council,07-Dec-17,24862708-16463757,-6029.44,The Cambridge Nursing Centre,Care Establishment,2 - Commissioning - Older people Pool,City and South - Long term blocks,Nursing Independent Sector
Cambridgeshire County Council,07-Dec-17,24862711-16463759,-6029.44,The Cambridge Nursing Centre,Care Establishment,2 - Commissioning - Older people Pool,City and South - Long term blocks,Nursing Independent Sector
Cambridgeshire County Council,07-Dec-17,24862678-16463741,-6029.44,The Cambridge Nursing Centre,Care Establishment,2 - Commissioning - Older people Pool,City and South - Long term blocks,Nursing Independent Sector
Cambridgeshire County Council,07-Dec-17,24862716-16463761,-6029.44,The Cambridge Nursing Centre,Care Establishment,2 - Commissioning - Older people Pool,City and South - Long term blocks,Nursing Independent Sector
Cambridgeshire County Council,07-Dec-17,24829968-16470246,-5315.84,Affinity Trust,Care Establishment,4 - Operations - Providers services,LDP Fens - Special Needs,Day and Domicillary Care Independent Sector
Cambridgeshire County Council,07-Dec-17,24829969-16470247,-5315.84,Affinity Trust,Care Establishment,4 - Operations - Providers services,LDP Fens - Special Needs,Day and Domicillary Care Independent Sector
Cambridgeshire County Council,07-Dec-17,24879943-16489120,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,07-Dec-17,24879953-16489126,-4655,Brookdale Healthcare Limited,Care Establishment,4 - Operations - Providers services,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,07-Dec-17,25004557-16489155,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,07-Dec-17,25004561-16489157,-4655,Brookdale Healthcare Limited,Care Establishment,4 - Operations - Providers services,LDP Huntingdonshire Locality - Care,Respite Independent Sector
