Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Supplier Type,Expense Area,Cost Centre Description,Expense Type
Cambridgeshire County Council,13-Nov-17,24233972-16348824,-43597.25,Ocs Group Uk Ltd,Trade Supplier,Control Accounts,Uncleared bank items,Bank Overdraft Expenditure / Payments
Cambridgeshire County Council,14-Nov-17,24598774-16356066,-33594,Cambridgeshire And Peterborough Nhs Foundation Trust,Trust (Other),4 - Commissioning - Mental Health & Supporting People,Adults MH CPMHT Central costs,Contribution to Partnerships
Cambridgeshire County Council,03-Nov-17,24234010-16301623,-30557.14,The Caldecott Foundation,Charity,Control Accounts,Uncleared bank items,Bank Overdraft Expenditure / Payments
Cambridgeshire County Council,06-Nov-17,24233983-16305978,-19840,Positive Steps (Care Services) Ltd,Care Establishment,Control Accounts,Uncleared bank items,Bank Overdraft Expenditure / Payments
Cambridgeshire County Council,28-Nov-17,24817753-16424963,-7917.5,The Private Hire Company,Trade Supplier,Corporate Services,LDP Young Adults - Care,SDS - PB Travel
Cambridgeshire County Council,20-Nov-17,24764848-16388885,-7800,Wings Education Ltd,Trade Supplier,S&C,Placements - Social Care,Agency Placements - Out County
Cambridgeshire County Council,17-Nov-17,24834730-16386752,-6320,Huntingdon Town Council,Other Public Bodies,Corporate Services,Coroners General,Jurors and Witness Payments
Cambridgeshire County Council,24-Nov-17,24854351-16413312,-5971,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Short Term Other
Cambridgeshire County Council,24-Nov-17,24854348-16413309,-5971,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Short Term Other
Cambridgeshire County Council,24-Nov-17,24854350-16413311,-5971,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Short Term Other
Cambridgeshire County Council,23-Nov-17,24233998-16401694,-5275.82,Social Communications,Education,Control Accounts,Uncleared bank items,Bank Overdraft Expenditure / Payments
Cambridgeshire County Council,09-Nov-17,24788193-16341589,-4655,Brookdale Healthcare Limited,Care Establishment,4 - Operations - Providers services,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,09-Nov-17,24788202-16341595,-4655,Brookdale Healthcare Limited,Care Establishment,4 - Operations - Providers services,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,16-Nov-17,24830242-16379138,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,16-Nov-17,24830244-16379140,-4655,Brookdale Healthcare Limited,Care Establishment,4 - Operations - Providers services,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,24-Nov-17,24856008-16413323,-4655,Brookdale Healthcare Limited,Care Establishment,4 - Operations - Providers services,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,09-Nov-17,24605222-16341573,-4655,Brookdale Healthcare Limited,Care Establishment,4 - Operations - Providers services,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,16-Nov-17,24830234-16379130,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,16-Nov-17,24830237-16379133,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,09-Nov-17,24788204-16341597,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,09-Nov-17,24788212-16341603,-4655,Brookdale Healthcare Limited,Care Establishment,4 - Operations - Providers services,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,09-Nov-17,24788194-16341590,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,09-Nov-17,24788199-16341592,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,16-Nov-17,24830236-16379132,-4655,Brookdale Healthcare Limited,Care Establishment,4 - Operations - Providers services,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,24-Nov-17,24856014-16413329,-4655,Brookdale Healthcare Limited,Care Establishment,4 - Operations - Providers services,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,24-Nov-17,24856018-16413333,-4655,Brookdale Healthcare Limited,Care Establishment,4 - Operations - Providers services,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,09-Nov-17,24605207-16341563,-4655,Brookdale Healthcare Limited,Care Establishment,4 - Operations - Providers services,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,16-Nov-17,24830227-16379123,-4655,Brookdale Healthcare Limited,Care Establishment,4 - Operations - Providers services,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,09-Nov-17,24605205-16341562,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,09-Nov-17,24788192-16341588,-4655,Brookdale Healthcare Limited,Care Establishment,4 - Operations - Providers services,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,16-Nov-17,24830232-16379128,-4655,Brookdale Healthcare Limited,Care Establishment,4 - Operations - Providers services,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,24-Nov-17,24856003-16413318,-4655,Brookdale Healthcare Limited,Care Establishment,4 - Operations - Providers services,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,09-Nov-17,24605194-16341556,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,09-Nov-17,24605200-16341560,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,09-Nov-17,24605201-16341561,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,09-Nov-17,24605218-16341569,-4655,Brookdale Healthcare Limited,Care Establishment,4 - Operations - Providers services,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,09-Nov-17,24605220-16341571,-4655,Brookdale Healthcare Limited,Care Establishment,4 - Operations - Providers services,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,09-Nov-17,24788208-16341599,-4655,Brookdale Healthcare Limited,Care Establishment,4 - Operations - Providers services,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,09-Nov-17,24788217-16341605,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,16-Nov-17,24830231-16379127,-4655,Brookdale Healthcare Limited,Care Establishment,4 - Operations - Providers services,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,24-Nov-17,24856011-16413326,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
