Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Supplier Type,Expense Area,Cost Centre Description,Expense Type
Cambridgeshire County Council,28-Dec-16,22095454-14585748,-112609.22,Nottingham Rehab Supplies Ltd,Trade Supplier,3 - Commissioning - Disabilities & Carers,3 - Commissioning - Disabilities & Carers,ICES (Pool)
Cambridgeshire County Council,30-Dec-16,22197528-14594847,-44954,Sanctuary Home Care Ltd,Care Establishment,2 - Commissioning - Older people Pool,2 - Commissioning - Older people Pool,Older People - Fenland
Cambridgeshire County Council,30-Dec-16,21870098-14595018,-39672.48,Nhs Cambs & Pboro Ccg,Care Establishment,3 - Commissioning - Disabilities & Carers,3 - Commissioning - Disabilities & Carers,ICES (Pool)
Cambridgeshire County Council,06-Dec-16,22163225-14483429,-36673.8,Guidant Group,Trade Supplier,LGSS,LGSS,Legal - Admin & Overhead
Cambridgeshire County Council,28-Dec-16,22173558-14586154,-18510.83,Civica Uk Ltd,Trade Supplier,LGSS,LGSS,3rd Party Contracts
Cambridgeshire County Council,15-Dec-16,22240590-14535825,-8387.28,Banner Group Ltd,Trade Supplier,Schools,Schools,Pilgrim Pru
Cambridgeshire County Council,29-Dec-16,22263263-14590656,-6251.79,Whippet Coaches Limited,Trade Supplier,Passenger Transport,Passenger Transport,Cambridgeshire Future Transport
Cambridgeshire County Council,07-Dec-16,22138218-14484377,-5371.76,Tarmac Carillion Joint Venture,Trade Supplier,Local Infrastructure & Street Management,Local Infrastructure & Street Management,Local Projects
Cambridgeshire County Council,08-Dec-16,22124777-14506252,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care
Cambridgeshire County Council,08-Dec-16,22092061-14506257,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care
Cambridgeshire County Council,08-Dec-16,22092062-14506258,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,2 - Operations - Learning Disability,LDP Hunts special needs
Cambridgeshire County Council,08-Dec-16,22092064-14506260,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care
