Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Supplier Type,Expense Area,Cost Centre Description,Expense Type
Cambridgeshire County Council,30-Mar-17,22940486-15117862,-677000,Cambridgeshire And Peterborough Nhs Foundation Trust,Trust (Other),1 - Operations Service Director,Head of LDP,Contribution to Partnerships
Cambridgeshire County Council,30-Mar-17,22940488-15117863,-145000,Cambridgeshire And Peterborough Nhs Foundation Trust,Trust (Other),1 - Operations Service Director,Head of LDP,Contribution to Partnerships
Cambridgeshire County Council,14-Mar-17,22756152-14980309,-60288.62,Kisimul School,Care Establishment,S&C,Placements - Education,Independent School Placements
Cambridgeshire County Council,14-Mar-17,22824523-14979998,-53967,Acorn Park School,Education,S&C,Placements - Education,Independent School Placements
Cambridgeshire County Council,21-Mar-17,22679049-15013863,-23061.16,Kisimul School,Care Establishment,S&C,Placements - Education,Independent School Placements
Cambridgeshire County Council,01-Mar-17,22665010-14895187,-12090,Green Park Interim & Executive,Trade Supplier,CSC,Director of Social Services,Pay - Agency Staff
Cambridgeshire County Council,02-Mar-17,22648261-14923556,-8483,Rheola Healthcare,Care Establishment,5 - Commissioning - Mental Health & Supporting People,OP Blocks - Care Placements,Residential Independent Sector
Cambridgeshire County Council,02-Mar-17,22648266-14923557,-8483,Rheola Healthcare,Care Establishment,5 - Commissioning - Mental Health & Supporting People,OP Blocks - Care Placements,Residential Independent Sector
Cambridgeshire County Council,02-Mar-17,22648270-14923558,-8483,Rheola Healthcare,Care Establishment,5 - Commissioning - Mental Health & Supporting People,OP Blocks - Care Placements,Residential Independent Sector
Cambridgeshire County Council,02-Mar-17,22648271-14923559,-8483,Rheola Healthcare,Care Establishment,5 - Commissioning - Mental Health & Supporting People,OP Blocks - Care Placements,Residential Independent Sector
Cambridgeshire County Council,02-Mar-17,22646458-14923562,-8483,Rheola Healthcare,Care Establishment,5 - Commissioning - Mental Health & Supporting People,OP Blocks - Care Placements,Residential Independent Sector
Cambridgeshire County Council,02-Mar-17,22644387-14923580,-8483,Rheola Healthcare,Care Establishment,5 - Commissioning - Mental Health & Supporting People,OP Blocks - Care Placements,Residential Independent Sector
Cambridgeshire County Council,02-Mar-17,22648272-14923560,-8483,Rheola Healthcare,Care Establishment,5 - Commissioning - Mental Health & Supporting People,OP Blocks - Care Placements,Residential Independent Sector
Cambridgeshire County Council,02-Mar-17,22644411-14923589,-8483,Rheola Healthcare,Care Establishment,5 - Commissioning - Mental Health & Supporting People,OP Blocks - Care Placements,Residential Independent Sector
Cambridgeshire County Council,02-Mar-17,22644412-14923590,-8483,Rheola Healthcare,Care Establishment,5 - Commissioning - Mental Health & Supporting People,OP Blocks - Care Placements,Residential Independent Sector
Cambridgeshire County Council,02-Mar-17,22644383-14923576,-8483,Rheola Healthcare,Care Establishment,5 - Commissioning - Mental Health & Supporting People,OP Blocks - Care Placements,Residential Independent Sector
Cambridgeshire County Council,02-Mar-17,22644385-14923578,-8483,Rheola Healthcare,Care Establishment,5 - Commissioning - Mental Health & Supporting People,OP Blocks - Care Placements,Residential Independent Sector
Cambridgeshire County Council,02-Mar-17,22646462-14923564,-8483,Rheola Healthcare,Care Establishment,5 - Commissioning - Mental Health & Supporting People,OP Blocks - Care Placements,Residential Independent Sector
Cambridgeshire County Council,02-Mar-17,22646470-14923567,-8483,Rheola Healthcare,Care Establishment,5 - Commissioning - Mental Health & Supporting People,OP Blocks - Care Placements,Residential Independent Sector
Cambridgeshire County Council,20-Mar-17,22846569-15006397,-7913.16,Xma Limited,Trade Supplier,LGSS,Norwich IT One-off recharges,Computer hardware
Cambridgeshire County Council,02-Mar-17,22644384-14923577,-5193,Rheola Healthcare,Care Establishment,5 - Commissioning - Mental Health & Supporting People,OP Blocks - Care Placements,Residential Independent Sector
Cambridgeshire County Council,02-Mar-17,22644405-14923587,-5193,Rheola Healthcare,Care Establishment,5 - Commissioning - Mental Health & Supporting People,OP Blocks - Care Placements,Residential Independent Sector
Cambridgeshire County Council,02-Mar-17,22646477-14923570,-5193,Rheola Healthcare,Care Establishment,5 - Commissioning - Mental Health & Supporting People,OP Blocks - Care Placements,Residential Independent Sector
Cambridgeshire County Council,02-Mar-17,22644391-14923582,-5193,Rheola Healthcare,Care Establishment,5 - Commissioning - Mental Health & Supporting People,OP Blocks - Care Placements,Residential Independent Sector
Cambridgeshire County Council,02-Mar-17,22644397-14923586,-5193,Rheola Healthcare,Care Establishment,5 - Commissioning - Mental Health & Supporting People,OP Blocks - Care Placements,Residential Independent Sector
Cambridgeshire County Council,02-Mar-17,22646469-14923566,-5193,Rheola Healthcare,Care Establishment,5 - Commissioning - Mental Health & Supporting People,OP Blocks - Care Placements,Residential Independent Sector
Cambridgeshire County Council,02-Mar-17,22646473-14923568,-5193,Rheola Healthcare,Care Establishment,5 - Commissioning - Mental Health & Supporting People,OP Blocks - Care Placements,Residential Independent Sector
Cambridgeshire County Council,02-Mar-17,22646474-14923569,-5193,Rheola Healthcare,Care Establishment,5 - Commissioning - Mental Health & Supporting People,OP Blocks - Care Placements,Residential Independent Sector
Cambridgeshire County Council,02-Mar-17,22648276-14923561,-5193,Rheola Healthcare,Care Establishment,5 - Commissioning - Mental Health & Supporting People,OP Blocks - Care Placements,Residential Independent Sector
Cambridgeshire County Council,02-Mar-17,22646461-14923563,-5193,Rheola Healthcare,Care Establishment,5 - Commissioning - Mental Health & Supporting People,OP Blocks - Care Placements,Residential Independent Sector
Cambridgeshire County Council,02-Mar-17,22646465-14923565,-5193,Rheola Healthcare,Care Establishment,5 - Commissioning - Mental Health & Supporting People,OP Blocks - Care Placements,Residential Independent Sector
Cambridgeshire County Council,02-Mar-17,22644386-14923579,-5193,Rheola Healthcare,Care Establishment,5 - Commissioning - Mental Health & Supporting People,OP Blocks - Care Placements,Residential Independent Sector
Cambridgeshire County Council,02-Mar-17,22644394-14923583,-5193,Rheola Healthcare,Care Establishment,5 - Commissioning - Mental Health & Supporting People,OP Blocks - Care Placements,Residential Independent Sector
Cambridgeshire County Council,02-Mar-17,22644395-14923584,-5193,Rheola Healthcare,Care Establishment,5 - Commissioning - Mental Health & Supporting People,OP Blocks - Care Placements,Residential Independent Sector
Cambridgeshire County Council,02-Mar-17,22646472-14916050,-4880,Fitzwilliam Healthcare Ltd,Care Establishment,5 - Commissioning - Mental Health & Supporting People,OP Blocks - Care Placements,Residential Independent Sector
Cambridgeshire County Council,02-Mar-17,22644381-14916052,-4880,Fitzwilliam Healthcare Ltd,Care Establishment,5 - Commissioning - Mental Health & Supporting People,OP Blocks - Care Placements,Residential Independent Sector
Cambridgeshire County Council,02-Mar-17,22644415-14916059,-4880,Fitzwilliam Healthcare Ltd,Care Establishment,5 - Commissioning - Mental Health & Supporting People,OP Blocks - Care Placements,Residential Independent Sector
Cambridgeshire County Council,02-Mar-17,22648275-14916045,-4880,Fitzwilliam Healthcare Ltd,Care Establishment,5 - Commissioning - Mental Health & Supporting People,OP Blocks - Care Placements,Residential Independent Sector
Cambridgeshire County Council,02-Mar-17,22646457-14916048,-4880,Fitzwilliam Healthcare Ltd,Care Establishment,5 - Commissioning - Mental Health & Supporting People,OP Blocks - Care Placements,Residential Independent Sector
Cambridgeshire County Council,02-Mar-17,22644410-14916058,-4880,Fitzwilliam Healthcare Ltd,Care Establishment,5 - Commissioning - Mental Health & Supporting People,OP Blocks - Care Placements,Residential Independent Sector
Cambridgeshire County Council,02-Mar-17,22644393-14916054,-4880,Fitzwilliam Healthcare Ltd,Care Establishment,5 - Commissioning - Mental Health & Supporting People,OP Blocks - Care Placements,Residential Independent Sector
Cambridgeshire County Council,02-Mar-17,22644401-14916056,-4880,Fitzwilliam Healthcare Ltd,Care Establishment,5 - Commissioning - Mental Health & Supporting People,OP Blocks - Care Placements,Residential Independent Sector
Cambridgeshire County Council,02-Mar-17,22644389-14916053,-4880,Fitzwilliam Healthcare Ltd,Care Establishment,5 - Commissioning - Mental Health & Supporting People,OP Blocks - Care Placements,Residential Independent Sector
Cambridgeshire County Council,02-Mar-17,22648265-14916042,-4880,Fitzwilliam Healthcare Ltd,Care Establishment,5 - Commissioning - Mental Health & Supporting People,OP Blocks - Care Placements,Residential Independent Sector
Cambridgeshire County Council,02-Mar-17,22646456-14916047,-4880,Fitzwilliam Healthcare Ltd,Care Establishment,5 - Commissioning - Mental Health & Supporting People,OP Blocks - Care Placements,Residential Independent Sector
Cambridgeshire County Council,02-Mar-17,22644390-14923581,-4847.43,Rheola Healthcare,Care Establishment,5 - Commissioning - Mental Health & Supporting People,OP Blocks - Care Placements,Residential Independent Sector
Cambridgeshire County Council,23-Mar-17,22830083-15026689,-4707,Whippet Coaches Limited,Trade Supplier,Passenger Transport,Cambridgeshire Future Transport,Support - subsidised bus routes
Cambridgeshire County Council,02-Mar-17,22645292-14902649,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,30-Mar-17,22960728-15121232,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,30-Mar-17,22840530-15121202,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,30-Mar-17,22865715-15121205,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,30-Mar-17,22960733-15121237,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,30-Mar-17,22960743-15121247,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,02-Mar-17,22645297-14902653,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,02-Mar-17,22714508-14902677,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,09-Mar-17,22782880-14955291,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,02-Mar-17,22645285-14902643,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,02-Mar-17,22584929-14902665,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,02-Mar-17,22714505-14902674,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,30-Mar-17,22840512-15121184,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,30-Mar-17,22840522-15121194,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,30-Mar-17,22840524-15121196,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,30-Mar-17,22960744-15121248,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,02-Mar-17,22645284-14902642,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
