Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Supplier Type,Expense Area,Cost Centre Description,Expense Type
Cambridgeshire County Council,20-Feb-17,22456270-14855992,-48117.55,Wcl Uk Ltd,Trade Supplier,LRNG,ICT Service Procurement,Materials for resale
Cambridgeshire County Council,20-Feb-17,22456269-14855991,-46168.8,Wcl Uk Ltd,Trade Supplier,LRNG,ICT Service Procurement,Materials for resale
Cambridgeshire County Council,17-Feb-17,22592707-14853041,-19320,Thomas Telford Limited,Trade Supplier,Assets & Commissioning,"Eastern Highways Alliance	",Staff Training & Development
Cambridgeshire County Council,23-Feb-17,22397232-14869990,-12793.05,Cambridgeshire And Peterborough Nhs Foundation Trust,Trust (Other),E&P,YOS - MST Problem Sexual Behaviour,Other Hired Contract Services
Cambridgeshire County Council,01-Feb-17,22386685-14750987,-10785.6,Glennfield Healthcare,Care Establishment,4 - Commissioning - Mental Health & Supporting People,Cambridge Mental Health team,Nursing Independent Sector
Cambridgeshire County Council,21-Feb-17,22359802-14862625,-10023.43,Softcat Ltd,Trade Supplier,LRNG,ICT Service Procurement,Materials for resale
Cambridgeshire County Council,17-Feb-17,22604647-14853044,-9966.6,Wyg Engineering Ltd,Trade Supplier,Director of Growth & Infrastructure,City Deal - Chisholm Trail,Capital WIP - other  -  Expenditure / Payments
Cambridgeshire County Council,08-Feb-17,22490861-14803084,-8233.33,Redacted Personal Data,Care Establishment,S&C,Placements - Education,Independent School Placements
Cambridgeshire County Council,17-Feb-17,22604644-14853043,-5011.2,Wyg Engineering Ltd,Trade Supplier,Director of Growth & Infrastructure,City Deal - Chisholm Trail,Capital WIP - other  -  Expenditure / Payments
Cambridgeshire County Council,02-Feb-17,22459942-14755953,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,02-Feb-17,22459943-14755954,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,02-Feb-17,22459944-14755955,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,02-Feb-17,22459945-14755956,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,02-Feb-17,22459949-14755960,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,02-Feb-17,22456987-14755963,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,02-Feb-17,22456988-14755964,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,02-Feb-17,22456991-14755967,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,02-Feb-17,22456997-14755971,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,02-Feb-17,22414069-14755974,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,02-Feb-17,22414070-14755975,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,02-Feb-17,22414072-14755977,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,02-Feb-17,22414074-14755979,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,02-Feb-17,22414057-14755982,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,02-Feb-17,22414059-14755984,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,02-Feb-17,22414062-14755987,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,02-Feb-17,22414063-14755988,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,02-Feb-17,22414064-14755989,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,02-Feb-17,22501546-14755996,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,02-Feb-17,22501548-14755998,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,02-Feb-17,22501549-14755999,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,02-Feb-17,22501550-14756000,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,02-Feb-17,22501555-14756005,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,02-Feb-17,22501556-14756006,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,02-Feb-17,22501561-14756011,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,02-Feb-17,22501563-14756013,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,02-Feb-17,22501566-14756016,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,09-Feb-17,22537215-14813467,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,09-Feb-17,22536110-14813468,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,09-Feb-17,22536113-14813470,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,09-Feb-17,22536114-14813471,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,09-Feb-17,22536117-14813474,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,09-Feb-17,22536120-14813476,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,09-Feb-17,22536124-14813479,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,09-Feb-17,22536127-14813482,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,09-Feb-17,22536131-14813486,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,07-Feb-17,22100198-14793888,-4466.94,Primrose Healthcare,Care Establishment,5 - Commissioning - Mental Health & Supporting People,OP Blocks - Care Placements,Respite Independent Sector
Cambridgeshire County Council,07-Feb-17,22100200-14793889,-4466.94,Primrose Healthcare,Care Establishment,5 - Commissioning - Mental Health & Supporting People,OP Blocks - Care Placements,Respite Independent Sector
Cambridgeshire County Council,07-Feb-17,22100201-14793890,-4466.94,Primrose Healthcare,Care Establishment,5 - Commissioning - Mental Health & Supporting People,OP Blocks - Care Placements,Respite Independent Sector
Cambridgeshire County Council,07-Feb-17,22100202-14793891,-4466.94,Primrose Healthcare,Care Establishment,5 - Commissioning - Mental Health & Supporting People,OP Blocks - Care Placements,Respite Independent Sector
Cambridgeshire County Council,01-Feb-17,22460834-14750989,-3556.01,Foster Care Associates Ltd (Fca),Care Establishment,S&C,Placements - Social Care,Agency Placements - Out County
Cambridgeshire County Council,01-Feb-17,22460836-14750990,-3556.01,Foster Care Associates Ltd (Fca),Care Establishment,S&C,Placements - Social Care,Agency Placements - Out County
Cambridgeshire County Council,13-Feb-17,22418160-14830519,-3556.01,Foster Care Associates Ltd (Fca),Care Establishment,S&C,Placements - Social Care,Agency Placements - Out County
Cambridgeshire County Council,13-Feb-17,22418164-14830523,-3556.01,Foster Care Associates Ltd (Fca),Care Establishment,S&C,Placements - Social Care,Agency Placements - Out County
Cambridgeshire County Council,20-Feb-17,22461820-14856283,-3556.01,Foster Care Associates Ltd (Fca),Care Establishment,S&C,Placements - Social Care,Agency Placements - Out County
Cambridgeshire County Council,20-Feb-17,22460842-14856275,-3555.7,Foster Care Associates Ltd (Fca),Care Establishment,S&C,Placements - Social Care,Agency Placements - In Cambs
Cambridgeshire County Council,20-Feb-17,22461818-14856281,-3555.7,Foster Care Associates Ltd (Fca),Care Establishment,S&C,Placements - Social Care,Agency Placements - In Cambs
Cambridgeshire County Council,22-Feb-17,22621666-14866142,-3448.78,Box It East,Trade Supplier,Corporate Services,Information Management,Document Storage
Cambridgeshire County Council,01-Feb-17,22461810-14750991,-3441.3,Foster Care Associates Ltd (Fca),Care Establishment,S&C,Placements - Social Care,Agency Placements - Out County
Cambridgeshire County Council,13-Feb-17,22418158-14830517,-3441.3,Foster Care Associates Ltd (Fca),Care Establishment,S&C,Placements - Social Care,Agency Placements - Out County
Cambridgeshire County Council,13-Feb-17,22418162-14830521,-3441.3,Foster Care Associates Ltd (Fca),Care Establishment,S&C,Placements - Social Care,Agency Placements - Out County
Cambridgeshire County Council,20-Feb-17,22460833-14856271,-3441.3,Foster Care Associates Ltd (Fca),Care Establishment,S&C,Placements - Social Care,Agency Placements - Out County
Cambridgeshire County Council,20-Feb-17,22461814-14856279,-3441.3,Foster Care Associates Ltd (Fca),Care Establishment,S&C,Placements - Social Care,Agency Placements - Out County
Cambridgeshire County Council,20-Feb-17,22460838-14856273,-3441,Foster Care Associates Ltd (Fca),Care Establishment,S&C,Placements - Social Care,Agency Placements - In Cambs
Cambridgeshire County Council,20-Feb-17,22461812-14856277,-3441,Foster Care Associates Ltd (Fca),Care Establishment,S&C,Placements - Social Care,Agency Placements - In Cambs
Cambridgeshire County Council,14-Feb-17,22447325-14834654,-3333,The Mary Hare Primary School,Education,S&C,Placements - Education,Independent School Placements
Cambridgeshire County Council,02-Feb-17,22459948-14755959,-3325,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,02-Feb-17,22414061-14755986,-3325,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,02-Feb-17,22501559-14756009,-3325,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
